p 	 edge 	 3000 	 5997 
e 	 0  	 2 
e 	 0  	 15 
e 	 0  	 136 
e 	 0  	 188 
e 	 0  	 580 
e 	 0  	 1809 
e 	 0  	 2051 
e 	 0  	 2226 
e 	 0  	 2247 
e 	 0  	 2314 
e 	 1  	 179 
e 	 1  	 266 
e 	 1  	 374 
e 	 1  	 501 
e 	 1  	 787 
e 	 1  	 946 
e 	 1  	 967 
e 	 1  	 1554 
e 	 1  	 2851 
e 	 2  	 24 
e 	 2  	 436 
e 	 2  	 702 
e 	 2  	 722 
e 	 2  	 1129 
e 	 2  	 1346 
e 	 2  	 1557 
e 	 2  	 2506 
e 	 3  	 36 
e 	 3  	 167 
e 	 3  	 867 
e 	 3  	 1108 
e 	 3  	 1191 
e 	 3  	 1220 
e 	 3  	 1478 
e 	 3  	 1800 
e 	 3  	 2439 
e 	 4  	 90 
e 	 4  	 91 
e 	 4  	 95 
e 	 4  	 847 
e 	 4  	 1392 
e 	 4  	 1582 
e 	 4  	 1926 
e 	 4  	 2027 
e 	 4  	 2941 
e 	 5  	 36 
e 	 5  	 101 
e 	 5  	 650 
e 	 5  	 896 
e 	 5  	 1171 
e 	 5  	 1682 
e 	 5  	 2305 
e 	 5  	 2352 
e 	 5  	 2532 
e 	 6  	 279 
e 	 6  	 1014 
e 	 6  	 1113 
e 	 6  	 1203 
e 	 6  	 1334 
e 	 6  	 1498 
e 	 6  	 2115 
e 	 6  	 2375 
e 	 6  	 2429 
e 	 7  	 116 
e 	 7  	 268 
e 	 7  	 712 
e 	 7  	 939 
e 	 7  	 1389 
e 	 7  	 1850 
e 	 7  	 2180 
e 	 7  	 2386 
e 	 7  	 2737 
e 	 8  	 34 
e 	 8  	 309 
e 	 8  	 762 
e 	 8  	 991 
e 	 8  	 1196 
e 	 8  	 1729 
e 	 8  	 2363 
e 	 8  	 2461 
e 	 8  	 2823 
e 	 9  	 41 
e 	 9  	 69 
e 	 9  	 668 
e 	 9  	 771 
e 	 9  	 949 
e 	 9  	 2061 
e 	 9  	 2214 
e 	 9  	 2478 
e 	 9  	 2938 
e 	 10  	 256 
e 	 10  	 345 
e 	 10  	 368 
e 	 10  	 455 
e 	 10  	 542 
e 	 10  	 1493 
e 	 10  	 2464 
e 	 10  	 2792 
e 	 10  	 2964 
e 	 11  	 159 
e 	 11  	 189 
e 	 11  	 550 
e 	 11  	 914 
e 	 11  	 984 
e 	 11  	 1260 
e 	 11  	 1297 
e 	 11  	 2960 
e 	 12  	 113 
e 	 12  	 435 
e 	 12  	 441 
e 	 12  	 573 
e 	 12  	 958 
e 	 12  	 1276 
e 	 12  	 1635 
e 	 12  	 1955 
e 	 13  	 160 
e 	 13  	 219 
e 	 13  	 265 
e 	 13  	 284 
e 	 13  	 541 
e 	 13  	 823 
e 	 13  	 1677 
e 	 13  	 2012 
e 	 14  	 163 
e 	 14  	 307 
e 	 14  	 713 
e 	 14  	 1402 
e 	 14  	 1472 
e 	 14  	 1474 
e 	 14  	 1725 
e 	 14  	 2489 
