p 	 edge 	 234 	 303 
e 	 0  	 5 
e 	 0  	 6 
e 	 0  	 100 
e 	 0  	 224 
e 	 1  	 6 
e 	 1  	 9 
e 	 2  	 68 
e 	 2  	 162 
e 	 2  	 164 
e 	 2  	 188 
e 	 2  	 189 
e 	 3  	 4 
e 	 3  	 6 
e 	 3  	 22 
e 	 3  	 68 
e 	 3  	 139 
e 	 3  	 189 
e 	 4  	 10 
e 	 4  	 18 
e 	 4  	 29 
e 	 4  	 97 
e 	 4  	 100 
e 	 5  	 180 
e 	 6  	 20 
e 	 6  	 22 
e 	 6  	 178 
e 	 6  	 180 
e 	 6  	 181 
e 	 6  	 182 
e 	 6  	 183 
e 	 6  	 184 
e 	 7  	 16 
e 	 7  	 64 
e 	 7  	 92 
e 	 7  	 133 
e 	 7  	 134 
e 	 7  	 185 
e 	 8  	 9 
e 	 8  	 10 
e 	 8  	 68 
e 	 8  	 189 
e 	 9  	 58 
e 	 9  	 60 
e 	 9  	 187 
e 	 9  	 225 
e 	 9  	 228 
e 	 10  	 18 
e 	 10  	 22 
e 	 10  	 106 
e 	 10  	 107 
e 	 10  	 109 
e 	 10  	 131 
e 	 10  	 188 
e 	 10  	 197 
e 	 10  	 198 
e 	 10  	 226 
e 	 11  	 12 
e 	 11  	 95 
e 	 11  	 99 
e 	 11  	 226 
e 	 13  	 14 
e 	 13  	 20 
e 	 13  	 22 
e 	 13  	 62 
e 	 13  	 63 
e 	 13  	 101 
e 	 13  	 179 
e 	 14  	 47 
e 	 14  	 232 
e 	 15  	 70 
e 	 15  	 104 
e 	 15  	 105 
e 	 15  	 133 
e 	 15  	 193 
e 	 15  	 233 
e 	 16  	 37 
e 	 16  	 65 
e 	 16  	 66 
e 	 16  	 76 
e 	 16  	 193 
e 	 16  	 194 
e 	 17  	 93 
e 	 17  	 95 
e 	 17  	 135 
e 	 17  	 194 
e 	 17  	 195 
e 	 18  	 186 
e 	 18  	 195 
e 	 18  	 196 
e 	 19  	 26 
e 	 19  	 69 
e 	 19  	 108 
e 	 19  	 142 
e 	 19  	 198 
e 	 19  	 199 
e 	 20  	 22 
e 	 20  	 44 
e 	 20  	 56 
e 	 20  	 191 
e 	 20  	 224 
e 	 21  	 22 
e 	 21  	 191 
e 	 22  	 227 
e 	 22  	 232 
e 	 23  	 37 
e 	 23  	 61 
e 	 23  	 112 
e 	 23  	 194 
e 	 24  	 48 
e 	 24  	 60 
e 	 24  	 113 
e 	 24  	 114 
e 	 24  	 194 
e 	 25  	 30 
e 	 25  	 41 
e 	 25  	 42 
e 	 25  	 69 
e 	 25  	 76 
e 	 25  	 178 
e 	 25  	 194 
e 	 26  	 44 
e 	 26  	 200 
e 	 27  	 30 
e 	 27  	 200 
e 	 28  	 46 
e 	 28  	 207 
e 	 29  	 118 
e 	 29  	 195 
e 	 29  	 199 
e 	 29  	 207 
e 	 30  	 199 
e 	 30  	 229 
e 	 31  	 200 
e 	 31  	 229 
e 	 32  	 201 
e 	 32  	 202 
e 	 33  	 34 
e 	 33  	 192 
e 	 33  	 202 
e 	 34  	 36 
e 	 34  	 110 
e 	 35  	 111 
e 	 35  	 201 
e 	 36  	 43 
e 	 36  	 44 
e 	 36  	 76 
e 	 37  	 112 
e 	 37  	 123 
e 	 38  	 44 
e 	 38  	 54 
e 	 38  	 204 
e 	 39  	 44 
e 	 39  	 204 
e 	 40  	 54 
e 	 40  	 61 
e 	 40  	 206 
e 	 40  	 228 
e 	 41  	 42 
e 	 42  	 76 
e 	 42  	 200 
e 	 43  	 50 
e 	 43  	 52 
e 	 43  	 144 
e 	 43  	 202 
e 	 43  	 208 
e 	 44  	 82 
e 	 44  	 85 
e 	 44  	 86 
e 	 44  	 122 
e 	 44  	 123 
e 	 44  	 208 
e 	 44  	 209 
e 	 44  	 213 
e 	 45  	 126 
e 	 45  	 209 
